-80.3141	22577.1
-80.1398	22457.3
-79.9664	22385.1
-79.7921	22240.9
-79.6178	22168
-79.4444	22021
-79.2701	21899.2
-79.0967	21928
-78.9224	21780.3
-78.7481	21767.1
-78.5747	21779.1
-78.4004	21762
-78.2271	21927.6
-78.0528	21887.3
-77.8785	21938.6
-77.7052	22000.6
-77.5309	22070.2
-77.3576	22146
-77.1834	22330.6
-77.0101	22266.3
-76.8358	22306.7
-76.6625	22213.7
-76.4883	22129.8
-76.315	22120.9
-76.1408	22186.8
-75.9675	22109.4
-75.7933	22064.4
-75.62	21949.3
-75.4458	21821.6
-75.2725	21761.6
-75.0983	21748.1
-74.9251	21728.6
-74.7509	21708.8
-74.5776	21627.3
-74.4044	21674.8
-74.2302	21611
-74.057	21782.3
-73.8828	21972.4
-73.7096	21989.2
-73.5364	21945.2
-73.3623	21993.6
-73.1891	22099.8
-73.0159	22130.3
-72.8417	22242.8
-72.6685	22268.4
-72.4944	22254.2
-72.3212	22290.4
-72.1481	22291.1
-71.9749	22254.8
-71.8008	22168.3
-71.6276	22163.9
-71.4545	22083.1
-71.2804	22044.2
-71.1072	21980.8
-70.9341	21859.4
-70.761	21723
-70.5869	21713.7
-70.4138	21692
-70.2407	21636.4
-70.0675	21614.1
-69.8935	21604.4
-69.7204	21736.1
-69.5473	21706.3
-69.3742	21628.8
-69.2001	21739
-69.0271	21788.1
-68.854	21814.2
-68.6809	21939.8
-68.5078	21972.4
-68.3348	21977.4
-68.1608	21956.4
-67.9877	21917.2
-67.8147	21912.1
-67.6416	21951.9
-67.4686	21961.9
-67.2955	21794
-67.1225	21714.7
-66.9495	21648.1
-66.7755	21530.8
-66.6025	21572.3
-66.4295	21535.1
-66.2565	21488
-66.0835	21523.8
-65.9105	21575.8
-65.7375	21607.3
-65.5645	21655.8
-65.3915	21678.8
-65.2185	21829.8
-65.0455	21781.9
-64.8726	21759.7
-64.6996	21828.2
-64.5267	21911.4
-64.3537	21876.4
-64.1807	21821
-64.0078	21902.3
-63.8349	21802.6
-63.6619	21786.9
-63.489	21825
-63.3161	21803.6
-63.1432	21693.1
-62.9702	21637.1
-62.7973	21524
-62.6244	21520.8
-62.4515	21465
-62.2796	21413
-62.1067	21359.2
-61.9338	21325.7
-61.7609	21299
-61.588	21344
-61.4151	21406.1
-61.2423	21525.2
-61.0694	21561.7
-60.8975	21625.9
-60.7246	21658.7
-60.5518	21576
-60.379	21587.4
-60.2061	21651.6
-60.0342	21658.2
-59.8614	21667.7
-59.6886	21574.4
-59.5157	21577.6
-59.3429	21483.4
-59.1711	21345.4
-58.9983	21262.6
-58.8255	21226.4
-58.6527	21320.9
-58.4808	21311.8
-58.308	21356.3
-58.1352	21425.3
-57.9625	21392.7
-57.7906	21323.6
-57.6179	21219.7
-57.4451	21141.6
-57.2733	21170.8
-57.1005	21304.1
-56.9278	21367.1
-56.756	21407
-56.5833	21446.8
-56.4105	21426.1
-56.2387	21478.3
-56.066	21596.8
-55.8933	21621.1
-55.7215	21554.3
-55.5488	21421.4
-55.377	21401.1
-55.2043	21207.3
-55.0316	21123.2
-54.8599	21086.9
-54.6872	21048.7
-54.5155	20991.2
-54.3428	20959
-54.1711	21040.1
-53.9984	20999.1
-53.8267	21169.8
-53.654	21132
-53.4814	21091.2
-53.3097	21048.6
-53.137	21068.2
-52.9653	21117.8
-52.7927	21191.6
-52.621	21329.2
-52.4484	21394.1
-52.2767	21392.2
-52.105	21496.6
-51.9324	21681.8
-51.7608	21664.9
-51.5882	21698.9
-51.4165	21639.7
-51.2439	21578.2
-51.0723	21418.6
-50.9006	21302.7
-50.7281	21247
-50.5564	21168.2
-50.3839	20997.3
-50.2122	20966.7
-50.0406	20900.7
-49.8681	20819.7
-49.6965	20763.3
-49.5249	20750.1
-49.3523	20810.2
-49.1807	20781.2
-49.0092	20805.8
-48.8366	20809.4
-48.6651	20960.2
-48.4935	21050.1
-48.321	21230.6
-48.1494	21250.4
-47.9779	21261.9
-47.8054	21325.3
-47.6338	21407.7
-47.4623	21393.1
-47.2907	21397
-47.1183	21305.4
-46.9467	21162.6
-46.7752	21015.9
